"","donor 1_unstim","donor 1_LPS","donor 2_unstim","donor 2_LPS","donor 3_unstim","donor 3_LPS","donor 4_unstim","donor 4_LPS"
"ENSG00000239650",0,1.9398,4.0136,0,0,0,0,0
"ENSG00000283352",25.8384,13.9868,6.2656,3.6894,15.1424,8.7148,5.8209,6.7932
"ENSG00000218189",9.7274,10,10,10.6282,14.8466,3,1,2
"ENSG00000215190",166.3264,127.7775,113.1762,114.3373,118.1086,74.4673,97.9079,105.6389
"ENSG00000225096",2,0,0,0,0,1,0,0
"ENSG00000214563",0,0,0,0,0,0,0,0
"ENSG00000216687",0,0,0,0,0,0,0,0
"ENSG00000214561",0,0,0,0,0,0,0,0
"ENSG00000275046",0,0,0,0,0,0,0,0
"ENSG00000283453",0,0,0,0,0,0,0,0
"ENSG00000277172",0,0,0,0,0,0,0,0
"ENSG00000275773",0,0,0,0,0,0,0,0
"ENSG00000274844",0,0,0,0,0,0,0,0
"ENSG00000276290",0,0,0,0,0,3,0,0
"ENSG00000220030",0,0,0,0,0,0,0,0
"ENSG00000255633",0,0,0,0,0,0,0,0
"ENSG00000250686",0,0,0,0,0,0,0,0
"ENSG00000112232",3,1,3,0,4,2,1,0
"ENSG00000216859",0,0,0,0,0,0,0,0
"ENSG00000217067",0,0,0,0,0,0,0,0
"ENSG00000262566",0,0,0,0,0,0,0,0
"ENSG00000217477",0,0,0,0,0,0,0,0
"ENSG00000198225",2,1,0,0,3,1,0,1
"ENSG00000219940",0,0,0,0,0,0,0,0
"ENSG00000218520",1,0,0,0,0,0,0,0
"ENSG00000146166",1,0,0,0,0,2,0,0
"ENSG00000218617",0,0,0,0,0,0,0,0
"ENSG00000218274",0,0,0,0,0,0,0,0
"ENSG00000218048",0,0,0,0,0,0,0,0
"ENSG00000225121",0,0,0,0,0,0,0,0
"ENSG00000112245",1343.2814,1247.3994,1261.8378,1590.0233,1637.1995,1141.224,1952.6299,1629.7954
"ENSG00000213312",0,0,0,0,0,0,0,0
"ENSG00000266680",10.0761,10.0339,7.0761,7.0921,6.0657,9.039,10.164,26.7704
"ENSG00000285976",1403.6425,1036.5667,1323.0862,1368.8845,1651.7349,807.7371,1535.2061,910.4342
"ENSG00000262651",0,0,0,0,0,0,0,0
"ENSG00000213309",0,0,0,0,0,0,0,0
"ENSG00000118482",2009,2273,1436,2530,1509,2952,1344,1795
"ENSG00000188107",29,31,31,21,11,21,11,9
"ENSG00000218813",0,0,0,0,0,0,0,0
"ENSG00000236345",0,0,3,0,0,4,0,0
"ENSG00000219653",0,0,0,0,0,0,0,0
"ENSG00000232120",0,0,0,0,0,0,0,0
"ENSG00000217811",0,0,0,0,0,0,0,0
"ENSG00000243828",0,0,0,0,0,0,0,0
"ENSG00000214558",0,0,0,0,0,0,2.3966e-17,0.1451
"ENSG00000220483",0,0,0,0,0,0,0,0
"ENSG00000233859",0,0,0,2,0,0,0,1
"ENSG00000218890",0,0,0,0,0,0,0,0
"ENSG00000270521",0,0,0,0,0,0,0,0
"ENSG00000238949",0,0,0,0,0,0,0,0
"ENSG00000212229",0,0,0,0,0,0,0,0
"ENSG00000271111",0,0,0,0,0,0,0,0
"ENSG00000251965",0,0,0,0,0,0,0,0
"ENSG00000201015",0,0,0,0,0,0,0,0
"ENSG00000206672",0,0,0,0,0,0,0,0
"ENSG00000227706",0,0,0,0,1,0,3,0
"ENSG00000270509",0,0,0,0,0,0,0,0
"ENSG00000285838",0,0,0,0,0,0,0,0
"ENSG00000223504",0,0,0,1,0,0,0,0
"ENSG00000226497",1,1,0,0,0,0,0,0
"ENSG00000218834",1,0,0,0,0,0,0,0
"ENSG00000230910",0,0,0,0,1,0,0,0
"ENSG00000135298",0,1,1,0,0,0,0,0
"ENSG00000168216",1944,1181.9999,1315,1340.9999,2020.9999,2849,1822,2722
"ENSG00000219085",35,22,20,27,7,18,7,1
"ENSG00000219881",20,17,13,14,10,16,5,4
"ENSG00000082293",0,1,1,1,1,4,1,0
"ENSG00000216365",0,0,0,0,0,0,0,0
"ENSG00000112280",0,0,0,0,4,0,1,1
"ENSG00000253809",0,0,0,0,0,0,0,0
"ENSG00000237643",0,0,0,0,0,0,0,0
"ENSG00000224349",1,1,0,1,0,1,0,0
"ENSG00000082269",426,667,293,590,328,402,367,218
"ENSG00000238386",0,0,0,0,0,0,0,0
"ENSG00000154079",192.1719,83,148,48,225,103,207,76
"ENSG00000271967",2,0,0,1,0,1,0,0
"ENSG00000232389",0,0,0,0,0,0,0,0
"ENSG00000218870",1,0,0,0,0,0,0,0
"ENSG00000112305",1288.0698,950.3769,767.6215,686.8902,830.2837,1009.213,1065.9907,1165.7308
"ENSG00000262803",11,13,5,7,4,5,3,0
"ENSG00000217767",7,12,3,2,3,5,3,0
"ENSG00000112309",49.9302,49.6231,21.3785,45.1098,17.7162,41.7871,40.0093,20.2692
"ENSG00000219669",0,0,0,0,0,0,0,0
"ENSG00000221345",0,0,0,0,0,0,0,0
"ENSG00000218350",0,0,0,0,0,0,0,0
"ENSG00000207180",0,0,0,0,0,0,0,0
"ENSG00000232295",21.8682,58.2029,5,24.2571,12.0703,21.107,6.9689,4.1042
"ENSG00000276127",0,1,1,0,0,0,0,0
"ENSG00000119900",3566.1309,5527.7974,2768,5403.4199,3692.9297,4813.4048,3533,2979.3389
"ENSG00000269966",0,0,0,0,0,0,1.8057,0
"ENSG00000230597",0,1,0,0,0,0,0,0
"ENSG00000233237",47.0315,77,18,31,54,34,24.2254,22
"ENSG00000199094",0,0,0,0,0,0,0,0
"ENSG00000279289",7,0,0,3,2,6,8,0
"ENSG00000207827",0,0,0,0,0,0,0,0
"ENSG00000223765",1,0,0,0,0,0,0,0
"ENSG00000285963",0,0,0,0,0,0,0,0
"ENSG00000219575",0,0,0,0,0,0,0,0
"ENSG00000218014",1,0,0,0,0,0,0,0
"ENSG00000202069",0,0,0,0,0,0,0,0
"ENSG00000079841",0,1,1,0,0,0,0,0
"ENSG00000218732",0,0,0,0,0,0,0,0
"ENSG00000217483",1,0,0,0,0,0,0,0
"ENSG00000181514",0,0,0,0,0,0,0,0
"ENSG00000285844",1.0998,0,7,0,1,0,1,0
"ENSG00000185760",44.9002,1,39,4,32,4,14,3
"ENSG00000233844",0,0,0,0,0,0,0,0
"ENSG00000266180",0,0,0,0,0,0,0,0
"ENSG00000232422",0,0,1,0,0,0,0,0
"ENSG00000220515",2,0,0,0,0,0,0,0
"ENSG00000229154",0,0,0,0,0,0,0,0
"ENSG00000234025",4,0,3,0,0,0,0,0
"ENSG00000251360",0,0,0,0,0,0,0,0
"ENSG00000243501",0,0,0,0,0,0,0,0
"ENSG00000256980",0,0,0,0,0,0,0,0
"ENSG00000135314",1,4,2,3,0,3,1,3
"ENSG00000229852",2,1,7,10.0312,4,5,4,1
"ENSG00000239626",0,1,0,0.9688,0,8.2191e-12,0,0
"ENSG00000234882",0,0,0,0,2,0,0,0
"ENSG00000223389",0,0,0,0,0,0,0,0
"ENSG00000226840",0,0,0,0,0,0,0,0
"ENSG00000203909",0,0,0,0,0,0,0,0
"ENSG00000203908",0,0,0,0,0,0,0,0
"ENSG00000203907",0,7.1405,1,7.1024,3.1643,0,0,0
"ENSG00000231332",0,0,0,0,0,0,0,0
"ENSG00000235174",0,0,0,0,0,0,0,0
"ENSG00000224221",0,7,2,16,0,0,0,1
"ENSG00000080007",15,17.8595,12.3198,9.8976,38.8357,42,14,11
"ENSG00000164430",266,2469,201.6802,2450,344,709,308,1120
"ENSG00000135297",619.1229,501,455,393,647,386,513,402
"ENSG00000207023",0,0,0,0,0,0,0,0
"ENSG00000271986",1,2,0,2,0,0,0,0
"ENSG00000223821",0,0,0,0,0,0,0,0
"ENSG00000156508",135911.7813,105992.9453,139231.6094,99570.9844,142382.9375,126309.9453,149026.9688,167115.9375
"ENSG00000229862",1.1313,1,3.3459,3,7,4,0,3
"ENSG00000223967",0,0,0,0,0,0,0,0
"ENSG00000119899",3029,1349,1926,1490,2745,1464,2911,1455
"ENSG00000218459",3,2,0,0,0,0,0,0
"ENSG00000231652",35.9412,2.4863,23.3294,16.7679,16.299,3.4369,12.4947,4.4355
"ENSG00000156535",9725.0576,1395.5137,7270.6704,2465.2319,4065.7009,981.5632,5345.5049,835.5645
"ENSG00000279790",0,0,0,0,0,0,0,0
"ENSG00000217268",0,0,0,0,0,0,0,0
"ENSG00000223786",0,0,0,0,0,0,0,0
"ENSG00000217178",1,0,0,0,0,0,0,0
"ENSG00000272243",13,1,28,8,9,0,1,0
"ENSG00000218483",0,0,0,0,0,0,0,0
"ENSG00000224583",0,0,0,0,0,0,0,0
"ENSG00000219736",0,0,0,0,0,0,0,0
"ENSG00000111799",60,43,67,41,71,79,47,60
"ENSG00000112695",2465.0002,1391.0001,2692,1769,3544.9998,1965,3343,2698
"ENSG00000112697",7747.9995,4887,5776,5117,8673,7920,8646,5670
"ENSG00000225793",30,20,13,9,20,4,12,3
"ENSG00000118407",19,14,16,11,16,6,11,2
"ENSG00000203489",0,0,0,0,0,0,0,0
"ENSG00000237174",0,0,0,0,0,0,0,0
"ENSG00000221332",0,0,0,0,0,0,0,0
"ENSG00000263533",0,0,0,0,0,0,0,0
"ENSG00000238156",0,0,0,1,0,0,0,0
"ENSG00000217680",0,0,0,0,0,0,0,0
"ENSG00000201291",0,0,0,0,0,0,0,0
"ENSG00000219722",0,0,0,0,0,0,0,0
"ENSG00000220730",0,0,0,0,0,0,0,0
"ENSG00000252137",0,0,0,0,0,0,0,0
"ENSG00000112701",1336.0001,976.9999,1024,937.0001,1238,996.0001,1116.0002,671.0001
"ENSG00000217488",10,11,9,8,2,4,1,2
"ENSG00000252498",0,0,0,0,0,0,0,0
"ENSG00000200091",7,7,5,8,7,3,2,0
"ENSG00000285401",0,0,0,0,0,0,0,0
"ENSG00000196586",1442,338,1045,457,1944.0001,766,1179,280
"ENSG00000252156",0,0,0,0,0,0,0,0
"ENSG00000223169",0,0,0,0,0,0,0,0
"ENSG00000112706",2,0,2,1,0,0,0,0
"ENSG00000200040",0,0,0,0,0,0,0,0
"ENSG00000222652",0,0,0,0,0,0,0,0
"ENSG00000238697",0,0,0,0,0,0,0,0
"ENSG00000236635",0,0,0,0,0,0,0,0
"ENSG00000272445",0,0,0,0,0,0,0,0
"ENSG00000280511",1,0,0,0,0,0,0,0
"ENSG00000231762",1,0,0,0,0,0,0,0
"ENSG00000271945",0,0,0,0,0,0,0,0
"ENSG00000276064",0,0,0,0,0,0,0,0
"ENSG00000135312",0,0,0,0,0,0,0,0
"ENSG00000219253",0,0,0,0,0,0,0,0
"ENSG00000269964",2,0,1,0,0,3,0,0
"ENSG00000230309",0,0,0,0,0,0,0,0
"ENSG00000229495",0,0,0,0,0,0,0,0
"ENSG00000146243",16.1872,20.109,15.2324,12.5733,20.2967,9.6007,28.0836,4.0502
"ENSG00000146247",2368.8127,3363.8911,1878.7676,3540.4268,1863.7034,3851.3994,1764.9165,2447.9497
"ENSG00000217512",3,16,4,7,5,2,5,0
"ENSG00000118418",657.3915,940.038,515.8123,632.1557,674.2345,423.0353,671.2891,504.3206
"ENSG00000270362",79.6085,120.962,54.1878,71.8443,57.7655,38.9647,35.7109,48.6794
"ENSG00000220154",0,0,0,0,0,0,0,0
"ENSG00000201464",0,0,0,0,0,0,0,0
"ENSG00000286042",0,8,0,3,0,0,1,0
"ENSG00000217786",0,1,0,0,0,1,0,0
"ENSG00000218029",0,0,0,0,0,0,0,0
"ENSG00000262048",0,0,0,0,0,0,0,0
"ENSG00000231533",1,0,0,0,0,0,0,0
"ENSG00000218748",0,0,0,0,0,0,0,0
"ENSG00000135338",6,11,11,12,7,30,12,8
"ENSG00000261970",0,0,0,0,0,0,0,0
"ENSG00000272137",1,0,1,0,0,4,0,0
"ENSG00000279659",3,1,2,1,0,1,0,0
"ENSG00000198478",0,3,6,3,2,9,8,4
"ENSG00000235357",0,0,0,0,0,0,0,0
"ENSG00000220918",0,0,0,0,0,0,0,0
"ENSG00000285586",0,0,0,0,0,0,0,0
"ENSG00000233835",0,0,0,0,0,0,0,0
"ENSG00000118402",0,1,0,0,2,0,0,0
"ENSG00000218582",0,0,0,0,0,0,0,0
"ENSG00000220311",0,0,0,0,0,0,0,0
"ENSG00000112742",50,40,88,25,66,7,55,17
"ENSG00000218418",0,0,0,0,0,0,0,0
"ENSG00000217377",0,0,0,0,0,0,0,0
"ENSG00000083123",254,57,222,52,323,78,331,102
"ENSG00000272129",8,5,7,13,4,1,2,0
"ENSG00000219547",0,0,1,2,1,0,0,1
"ENSG00000279022",1,0,1,0,0,0,1,0
"ENSG00000233967",0,1,1,0,0,1,7,1
"ENSG00000260645",2,3,0,2,4,1,1,0
"ENSG00000219361",0,0,0,0,0,0,0,0
"ENSG00000181705",0,0,0,0,0,0,0,0
"ENSG00000216352",0,0,0,0,0,0,0,0
"ENSG00000112773",2946,4309,1457,3878,1233,1382,1761.0001,1907
"ENSG00000226089",0,1,0,0,0,0,0,0
"ENSG00000277797",6,6,0,6,0,1,0,0
"ENSG00000212336",0,0,0,0,0,0,0,0
"ENSG00000232031",0,0,1,1,0,0,0,0
"ENSG00000206886",0,0,0,0,0,0,0,0
"ENSG00000219702",0,1,1,0,0,0,0,0
"ENSG00000224995",14,1,9,0,6,0,7,2
"ENSG00000226453",11,1,16,1,18,1,13,0
"ENSG00000260574",0,0,0,0,0,0,0,0
"ENSG00000005700",2689,1399,2586,1590,3347,1966.9999,3108,1215
"ENSG00000223044",0,0,0,0,0,0,0,0
"ENSG00000220537",0,0,0,0,0,0,0,0
"ENSG00000146242",6,24,23,61,6,38,10,52
"ENSG00000118420",102,34,76,21,99,14,101,14
"ENSG00000220091",1,0,0,0,0,0,0,0
"ENSG00000227215",0,0,4,0,0,0,1,0
"ENSG00000083097",748.307,4008.0359,555.2827,3385.1973,710.5688,777.7399,654.3575,392.2727
"ENSG00000013375",843.6929,416.9639,697.7173,511.803,770.4312,676.2601,888.6425,587.7272
"ENSG00000013392",172,71,137,108,162,211,147,205
"ENSG00000065833",1063,171,1025,221,946,772,710,280
"ENSG00000219951",82,18,53,21,20,23,12,1
"ENSG00000146250",2,5,5,3,5,1,2,0
"ENSG00000065609",2,0,0,0,0,0,0,0
"ENSG00000237874",0,0,0,0,0,0,0,0
"ENSG00000203877",0,0,0,0,0,0,0,1
"ENSG00000065615",1822.8003,1368,1270,1392.8083,1381,1408,1349,1207
"ENSG00000228679",0,0,0,0,0,0,0,0
"ENSG00000230852",0,0,0,2,0,0,0,0
"ENSG00000135324",24,14,13,14,3,0,2,1
"ENSG00000135315",252,160,151,169,153,187,133,130
"ENSG00000231776",0,0,0,0,0,0,0,0
"ENSG00000226309",0,0,0,0,0,0,0,0
"ENSG00000112837",0,2,3,0,3,2,2,14
"ENSG00000228290",0,0,0,0,0,0,0,0
"ENSG00000219604",0,0,0,0,0,0,0,0
"ENSG00000216523",0,0,0,0,0,0,0,0
"ENSG00000220291",0,0,0,0,0,0,0,0
"ENSG00000216902",0,0,0,0,0,0,0,0
"ENSG00000217060",0,0,0,0,0,0,0,0
"ENSG00000213211",0,0,0,0,0,0,0,0
"ENSG00000234155",0,1,0,0,0,0,0,0
"ENSG00000216439",0,0,0,0,0,0,0,0
"ENSG00000214460",0,0,0,0,0,0,0,0
"ENSG00000135318",64,46,37,59,42,50,30,77
"ENSG00000280232",19,17,2,13,6,2,2,5
"ENSG00000135317",1845.6056,1696.569,1399.6835,1666.7942,1959.24,2032.9304,1670.5898,1620.4905
"ENSG00000271793",27.3508,16.7215,18.6389,5.1791,34.9964,9.8754,42.6902,2.0066
"ENSG00000135316",5324.0435,2546.7095,4007.6775,2328.0269,5808.7637,2872.1946,5389.7197,2542.5029
"ENSG00000220563",2,0,1,0,1,0,2,0
"ENSG00000203875",914,406,256,245,1271,884.0001,1580,1255
"ENSG00000275072",0,0,0,0,0,0,0,0
"ENSG00000217334",1,0,2,0,0,0,0,0
"ENSG00000198738",1,0,0,0,0,0,0,0
"ENSG00000222686",1,0,0,0,1,0,0,0
"ENSG00000200427",0,0,0,0,0,0,0,0
"ENSG00000218766",14,0,6,0,5,0,0,0
"ENSG00000202103",0,0,0,0,0,0,0,0
"ENSG00000220069",0,0,0,0,0,0,0,0
"ENSG00000217272",0,0,0,0,0,0,0,0
"ENSG00000220831",0,0,0,0,0,0,0,0
"ENSG00000219500",0,0,0,0,0,0,0,0
"ENSG00000243124",0,0,0,0,0,0,0,0
"ENSG00000218561",0,0,0,0,0,0,0,0
"ENSG00000219190",0,0,0,0,0,0,0,0
"ENSG00000217769",0,0,0,1.0467,1.0541,0,0,0
"ENSG00000220240",0,0,0,0,0,0,0,0
"ENSG00000168830",0,0,0,0,0,0,0,0
"ENSG00000214457",0,0,0,0,0,0,0,0
"ENSG00000217169",0,0,0,0,0,0,0,0
"ENSG00000217776",0,0,0,0,0,0,0,0
"ENSG00000252697",0,0,0,0,0,0,0,0
"ENSG00000135346",0,0,0,0,0,0,0,0
"ENSG00000215477",0,1,0,0,0,0,0,0
"ENSG00000272008",4,19,12,21,5,36,3,18
"ENSG00000188994",1599.0001,1734.0001,980,1351,818,2102,754,1110
"ENSG00000218313",49,85,21,58,13,31,3,15
"ENSG00000164411",4,9,0,5,2,14,0,1
"ENSG00000216990",1,0,0,3,0,1,0,0
"ENSG00000111850",232,96,224,127,192,96,123,55
"ENSG00000203872",81,32,48,35,37,22,13,9
"ENSG00000279616",34,11,27,21,16,12,5,2
"ENSG00000272514",1,4,1,3,3.7955,3,2,4
"ENSG00000213204",11.5006,5.9005,11.556,12.258,4.3281,5.6221,1.9651,3.7396
"ENSG00000216324",0,0,0,0,0,0,0,0
"ENSG00000218793",0,0,0,0,0,0,0,0
"ENSG00000218698",0,0,0,0,0,0,0,0
"ENSG00000164414",453.4994,340.0995,348.444,397.742,470.8763,404.3779,455.0349,417.2604
"ENSG00000206715",1,0,0,0,0,0,0,0
"ENSG00000146282",543,351.7748,337,270,447,284,457,347
"ENSG00000135336",295,299,219,242,253,230,215,313
"ENSG00000135334",1680,1695,1560,1792,2415,1221,2198,1475
"ENSG00000238628",0,0,0,0,0,0,0,0
"ENSG00000207131",0,0,0,0,0,0,0,0
"ENSG00000240997",0,0,0,0,0,0,0,0
"ENSG00000271114",0,0,0,0,0,0,0,0
"ENSG00000118434",0,0,0,0,0,0,0,0
"ENSG00000118432",2,0,10,1,1,0,4,0
"ENSG00000279565",0,0,0,2,0,0,0,0
"ENSG00000234426",0,0,0,0,0,0,0,0
"ENSG00000220131",0,0,0,0,0,0,0,0
"ENSG00000220267",0,0,0,0,0,0,0,0
"ENSG00000111880",756,500,638,377,781,629,736,602
"ENSG00000222145",1,4,0,0,0,1,0,0
"ENSG00000280277",3,6,2,1,3,0,1,1
"ENSG00000220130",0,0,0,1,0,1,0,0
"ENSG00000220960",0,0,0,0,0,0,0,0
"ENSG00000223001",0,0,0,0,0,0,0,0
"ENSG00000271931",0,2,0,11,0,4,0,14
"ENSG00000146278",2294,15706,1285.9999,18965,1111,17083,1003,21046
"ENSG00000264017",0,4,0,5,0,5,1,0
"ENSG00000154548",12,60,3,84,8,111,0,49
"ENSG00000146281",295,195,149,277,165.2581,276,89,223
"ENSG00000146276",3,1,0,0,0,0,0,0
"ENSG00000111886",13,19,13,16,3,11,1,5
"ENSG00000220418",0,0,1,0,0,1,0,0
"ENSG00000198833",3825,1150,3310,1476,4383,3106,3896,2981
"ENSG00000025039",4306,595,3048,560,4343,1003,4624,989
"ENSG00000218965",0,0,0,0,0,0,0,0
"ENSG00000135299",415.1208,96.8839,323.4018,114.5202,450.8696,227.1531,343.2564,117.1891
"ENSG00000239316",6.7655,1.3491,0,2,1,2,0,0
"ENSG00000237027",2.05,1.0448,1.0863,1.1365,0,0,1.0575,0
"ENSG00000083099",950.8292,334.0713,753.5119,336.3434,1187.1305,490.8469,969.6861,481.8109
"ENSG00000112159",3579.9468,1346.9382,2891,1183.0001,3662.9387,1215.8599,3714,1137
"ENSG00000228124",5.0533,1.0618,0,0,6.0612,1.1401,0,0
"ENSG00000220871",0,0,1,0,0,0,0,1
"ENSG00000217653",9,3,4,6,4,2,2,0
"ENSG00000118412",654,555,523,574,513,453,478,314
"ENSG00000199630",0,0,0,0,0,0,0,0
"ENSG00000218300",0,0,0,0,0,0,1,0
"ENSG00000219240",0,0,0,0,0,0,0,0
"ENSG00000135355",2,0,0,0,0,0,0,0
"ENSG00000252891",0,0,0,0,0,0,0,0
"ENSG00000112182",14.0063,7,3,23,19,14,11,9
"ENSG00000226455",0,0,1,0,0,0,0,0
"ENSG00000222078",0,0,0,0,0,0,0,0
"ENSG00000218730",0,0,0,1,0,0,0,0
"ENSG00000266760",0,0,0,0,0,0,0,0
"ENSG00000260271",0,0,0,0,0,0,0,0
"ENSG00000135341",1447,810,1024,802,1393,1192,1218,1033
"ENSG00000224605",0,0,0,0,0,0,0,0
"ENSG00000263734",0,0,0,0,0,0,0,0
"ENSG00000224944",0,0,0,0,0,0,0,0
"ENSG00000262095",0,0,0,0,0,0,0,0
"ENSG00000219087",0,0,0,0,0,0,0,0
"ENSG00000220340",0,0,0,0,0,0,0,0
"ENSG00000240961",0,0,0,0,0,0,0,0
"ENSG00000219867",0,0,0,0,0,0,0,0
"ENSG00000285961",0,0,0,0,0,0,0,0
"ENSG00000220553",0,0,0,0,0,0,0,0
"ENSG00000200492",0,0,0,0,0,0,0,0
"ENSG00000261038",0,0,0,0,0,0,0,0
"ENSG00000220908",2,0,1,0,1,0,0,0
"ENSG00000221455",0,0,0,0,0,0,0,0
"ENSG00000219387",0,0,0,0,0,0,0,0
"ENSG00000235099",0,0,0,0,0,0,0,0
"ENSG00000213187",0,0,0,0,0,0,0,0
"ENSG00000135333",0,11,0,27,0,0,0,0
"ENSG00000280451",0,0,0,0,0,0,0,1
"ENSG00000252249",0,0,0,0,0,0,0,0
"ENSG00000229600",0,0,0,0,0,0,0,0
"ENSG00000231143",0,0,0,0,0,0,0,0
"ENSG00000220370",0,0,0,0,0,0,0,0
"ENSG00000279403",0,0,0,0,0,0,0,0
"ENSG00000270484",0,0,0,0,1,0,0,0
"ENSG00000216853",0,0,0,0,0,0,0,0
"ENSG00000219627",0,0,0,0,0,0,0,0
"ENSG00000261366",35,20,34,38,24,52,21,17
"ENSG00000172469",279,164,234,195,316,275,285,127
"ENSG00000219549",0,0,0,0,0,0,0,0
"ENSG00000219941",1,0,0,0,0,0,0,0
"ENSG00000172461",1,0,0,0,1,0,0,0
"ENSG00000242560",0,0,0,0,0,0,0,0
"ENSG00000233797",0,0,0,0,0,0,0,0
"ENSG00000014123",1220,569,972,662,1377,1266,1231,699
"ENSG00000112214",0,0,0,0,0,0,0,0
"ENSG00000213183",0,0,0,0,0,0,0,0
"ENSG00000207309",0,0,0,0,0,0,0,0
"ENSG00000219139",0,0,0,0,0,0,0,0
"ENSG00000217331",0,0,0,0,0,0,0,0
"ENSG00000216518",0,0,0,0,1,0,0,0
"ENSG00000224384",1,0,0,0,0,0,0,0
"ENSG00000112218",0,2,1,0,5,0,9,2
"ENSG00000123545",274,44,303,54,341,35,414,24
"ENSG00000263479",0,0,0,1,0,0,0,0
"ENSG00000186231",49,2,72,0,54,2,42,1
"ENSG00000146263",248.4525,95.917,236.6041,94.8479,235.1071,100,215,67
"ENSG00000271860",0,0,0,0,0,0,3,2
"ENSG00000226207",0,0,0,0,0,0,0,0
"ENSG00000238367",0,0,0,0,0,0,0,0
"ENSG00000220505",0,0,0,0,0,0,0,0
"ENSG00000236920",0,0,0,0,0,0,0,0
"ENSG00000187472",0,0,0,0,0,0,0,0
"ENSG00000283010",0,0,0,0,0,0,0,0
"ENSG00000184486",7,1,4,0,0,2,0,3
"ENSG00000112234",556,338,398,487,472,1204,429,632
"ENSG00000271042",0,0,0,0,0,0,0,0
"ENSG00000265226",0,0,0,0,0,0,0,0
"ENSG00000232699",0,0,0,0,0,0,0,0
"ENSG00000146267",5.0127,1.0006,0,2,2,0,0,1
"ENSG00000132423",58,12,126,48,109,31,139,20
"ENSG00000132424",1934,1709.9999,1530.0001,1653,1536.0001,2044.0001,1169.881,963
"ENSG00000228506",127,149,109,108,81,129,62.1191,78
"ENSG00000123552",288,216,179,164,267,163,194,87
"ENSG00000279170",184.949,149.0574,142.5521,137.5482,116.1827,121.2862,91.6143,36.5921
"ENSG00000274603",0,0,0,0,0,0,0,0
"ENSG00000112237",419.051,278.2966,419.9858,378.0707,492.8174,402.7138,513.5061,517.0507
"ENSG00000219755",2.4322e-22,2.646,1.462,2.3811,0,4,2.8797,5.3573
"ENSG00000112238",0,0,2,0,0,0,0,0
"ENSG00000199303",0,0,0,0,0,0,0,0
"ENSG00000152034",0,0,0,0,0,0,0,0
"ENSG00000229315",0,0,0,0,1,0,0,0
"ENSG00000219257",0,0,0,0,0,0,0,0
"ENSG00000275716",0,0,1,1,0,0,0,0
"ENSG00000213177",0,0,0,1,0,0,0,0
"ENSG00000216378",1,0,0,0,0,0,0,0
"ENSG00000112246",0,0,0,0,0,2,0,0
"ENSG00000228082",0,0,0,0,0,0,0,0
"ENSG00000112249",2079,1453.9999,1932,1279.0001,2752,1524,2243,814.0001
"ENSG00000220695",2,1,3,0,7,0,0,0
"ENSG00000260000",9,9,4,2,10,6,8,4
"ENSG00000270987",0,0,0,0,1,0,0,0
"ENSG00000164418",1,0,2,0,3,0,3,0
"ENSG00000218475",0,0,0,0,0,0,0,0
"ENSG00000218536",0,0,0,0,0,0,0,0
"ENSG00000219757",0,0,0,0,0,0,0,0
"ENSG00000217120",0,0,0,0,0,0,0,0
"ENSG00000202283",0,0,0,0,0,0,0,0
"ENSG00000216817",0,0,0,0,0,0,0,0
"ENSG00000214428",0,0,0,0,0,0,0,0
"ENSG00000218173",0,0,0,2,0,0,0,0
"ENSG00000085382",256,154,220,174,336,226,231,189
"ENSG00000252944",0,0,0,0,0,0,0,0
"ENSG00000227535",0,0,0,0,0,0,0,0
"ENSG00000271099",0,0,0,0,0,0,0,0
"ENSG00000203809",0,0,0,0,0,0,0,0
"ENSG00000187772",1,0,0,0,0,0,0,0
"ENSG00000212147",0,0,0,0,0,0,0,0
"ENSG00000112276",3.012,4,1.0059,4.0053,4,10,1.0005,5
"ENSG00000203808",0,0,0,1,0,0,1,0
"ENSG00000132429",0,2,0,10,0,0,0,6
"ENSG00000085377",2091.9751,965,1517,888,2357,1304.022,2255,1386
"ENSG00000231628",20,26,12,18,16,7,10,6
"ENSG00000216639",11,13,6,6,5,2,3,1
"ENSG00000219902",17,10,1,5,8,1,5,0
"ENSG00000286084",0,1,2,3,1,1,1,0
"ENSG00000237567",0,0,0,0,0,0,0,0
"ENSG00000219088",0,0,4,3,0,0,0,0
"ENSG00000284999",0,0,0,0,0,0,0,0
"ENSG00000200198",0,0,0,0,0,0,0,0
"ENSG00000057657",821,2689,695,2705,720,1677,646.0001,2453
"ENSG00000057663",794,503,622,489,747,475,717,518
"ENSG00000269919",0,4,1,1,1,0,0,1
"ENSG00000273744",0,0,0,0,0,0,0,0
"ENSG00000244710",1,5,6,0,2,0,0,0
"ENSG00000252444",0,0,0,0,0,0,0,0
"ENSG00000233941",0,0,0,0,0,0,0,0
"ENSG00000112297",6812.0005,6010.3755,4617.9995,6025,6638,10721,5327,9390
"ENSG00000207499",0,0,0,0,0,0,0,0
"ENSG00000202386",0,0,0,0,0,0,0,0
"ENSG00000282408",0,0,0,1,0,0,0,1
"ENSG00000200314",0,0,0,0,0,0,0,0
"ENSG00000130347",173,67,162,94,202,69,220,103
"ENSG00000200295",0,0,0,0,0,0,0,0
"ENSG00000130348",319.0649,346,362,298.0898,476,215,451,247.064
"ENSG00000216977",2,5,4,3,2,0,1,0
"ENSG00000229654",0,0,0,0,0,0,0,0
